
------ 3631424765 ::  ------

2996978365::CN::Recipe_DenimBagUpgrade = "制作 背包容量升级 (牛仔)",
2996978365::EN::Recipe_ImproviseMilitaryBagUpgrade = "Improvise Military Bag Upgrade",
2996978365::CN::Recipe_ImproviseMilitaryBagUpgrade = "转换 背包容量升级 (军用)",
2996978365::EN::Recipe_ImproviseMilitaryStrapsUpgrade = "Improvise Military Straps Upgrade",
2996978365::CN::Recipe_ImproviseMilitaryStrapsUpgrade = "转换 背包减重升级 (军用)",
2996978365::EN::Recipe_Improvise_Military_Bag_Upgrade = "Improvise Military Bag Upgrade",
2996978365::CN::Recipe_Improvise_Military_Bag_Upgrade = "转换 背包容量升级 (布质)",
2996978365::EN::Recipe_Improvise_Military_Straps_Upgrade = "Improvise Military Straps Upgrade",
2996978365::CN::Recipe_Improvise_Military_Straps_Upgrade = "转换 背包减重升级 (布质)",
2996978365::EN::Recipe_LeatherBagUpgrade = "Leather Bag Upgrade",
2996978365::CN::Recipe_LeatherBagUpgrade = "制作 背包容量升级 (皮革)",
2996978365::EN::Recipe_MakeClothStrapsUpgrade = "Make Cloth Straps Upgrade",
2996978365::CN::Recipe_MakeClothStrapsUpgrade = "制作 背包减重升级 (布质)",
2996978365::EN::Recipe_MakeDenimStrapsUpgrade = "Make Denim Straps Upgrade",
2996978365::CN::Recipe_MakeDenimStrapsUpgrade = "制作 背包减重升级 (牛仔)",
2996978365::EN::Recipe_MakeLeatherStrapsUpgrade = "Make Leather Straps Upgrade",
2996978365::CN::Recipe_MakeLeatherStrapsUpgrade = "制作 背包减重升级 (皮革)",
2996978365::EN::Recipe_Make_Cloth_Bag_Upgrade = "Make Cloth Bag Upgrade",
2996978365::CN::Recipe_Make_Cloth_Bag_Upgrade = "制作 背包容量升级 (布质)",
2996978365::EN::Recipe_Make_Cloth_Straps_Upgrade = "Make Cloth Straps Upgrade",
2996978365::CN::Recipe_Make_Cloth_Straps_Upgrade = "制作 背包减重升级 (布质)",
2996978365::EN::Recipe_Make_Denim_Bag_Upgrade = "Make Denim Bag Upgrade",
2996978365::CN::Recipe_Make_Denim_Bag_Upgrade = "制作 背包容量升级 (牛仔)",
2996978365::EN::Recipe_Make_Denim_Straps_Upgrade = "Make Denim Straps Upgrade",
2996978365::CN::Recipe_Make_Denim_Straps_Upgrade = "制作 背包减重升级 (牛仔)",
2996978365::EN::Recipe_Make_Leather_Bag_Upgrade = "Make Leather Bag Upgrade",
2996978365::CN::Recipe_Make_Leather_Bag_Upgrade = "制作 背包容量升级 (皮革)",
2996978365::EN::Recipe_Make_Leather_Straps_Upgrade = "Make Leather Straps Upgrade",
2996978365::CN::Recipe_Make_Leather_Straps_Upgrade = "制作 背包减重升级 (皮革)",
2996978365::EN::Sandbox_DynamicBackpacks = "Dynamic Backpacks",
2996978365::CN::Sandbox_DynamicBackpacks = "动态背包升级",
2996978365::EN::Sandbox_DynamicBackpacks_BackSlotModifier = "Back Slot Upgrade Modifier",
2996978365::CN::Sandbox_DynamicBackpacks_BackSlotModifier = "背包类容器的可升级槽位数量调整",
2996978365::EN::Sandbox_DynamicBackpacks_BackSlotModifier_tooltip = "Extra/Less Upgrade slots for containers that can go on the back",
2996978365::CN::Sandbox_DynamicBackpacks_BackSlotModifier_tooltip = "背包类容器的额外升级槽位调整值, 可以是正数或负数",
2996978365::EN::Sandbox_DynamicBackpacks_BaseUpgradeSlots = "Base Upgrade Slots",
2996978365::CN::Sandbox_DynamicBackpacks_BaseUpgradeSlots = "基本可升级槽位数量",
2996978365::EN::Sandbox_DynamicBackpacks_BaseUpgradeSlots_tooltip = "Base amount of upgrades every Inventory Container item will have",
2996978365::CN::Sandbox_DynamicBackpacks_BaseUpgradeSlots_tooltip = "所有容器都具有的基本可升级槽位数量",
2996978365::EN::Sandbox_DynamicBackpacks_ClothCapacityBonus = "Capacity Bonus Amount: Cloth",
2996978365::CN::Sandbox_DynamicBackpacks_ClothCapacityBonus = "布质升级的容量额外加值",
2996978365::EN::Sandbox_DynamicBackpacks_ClothCapacityBonus_tooltip = "Additive bonus to container capacity.",
2996978365::CN::Sandbox_DynamicBackpacks_ClothCapacityBonus_tooltip = "固定的额外加值, 最终的容量提升量为: 原始容量 * 增益百分比 + 额外加值",
2996978365::EN::Sandbox_DynamicBackpacks_ClothCapacityPercentage = "Capacity Bonus Percentage: Cloth",
2996978365::CN::Sandbox_DynamicBackpacks_ClothCapacityPercentage = "布质升级的容量增益百分比",
2996978365::EN::Sandbox_DynamicBackpacks_ClothCapacityPercentage_tooltip = "Percentage bonus of the containers original capacity.",
2996978365::CN::Sandbox_DynamicBackpacks_ClothCapacityPercentage_tooltip = "相对于原始容量的增益百分比, 最终的容量提升量为: 原始容量 * 增益百分比 + 额外加值",
2996978365::EN::Sandbox_DynamicBackpacks_ClothLootSpawns = "Loot Spawn Multiplier: Cloth",
2996978365::CN::Sandbox_DynamicBackpacks_ClothLootSpawns = "布质升级的战利品生成倍率",
2996978365::EN::Sandbox_DynamicBackpacks_ClothLootSpawns_tooltip = "Multiplier applied to loot spawns for all Cloth upgrades.",
2996978365::CN::Sandbox_DynamicBackpacks_ClothLootSpawns_tooltip = "提升在各种地方找到布质升级的倍率",
2996978365::EN::Sandbox_DynamicBackpacks_ClothReductionPercentage = "Weight Efficiency Bonus: Cloth",
2996978365::CN::Sandbox_DynamicBackpacks_ClothReductionPercentage = "布质升级的负重减轻增益百分比",
2996978365::EN::Sandbox_DynamicBackpacks_ClothReductionPercentage_tooltip = "Weight Efficiency bonus, applies to missing weight reduction of bag <br>(50% bonus on an 80% bag results in 90% total reduction)<br>(30% bonus on a 70% bag results in 79% total reduction)",
2996978365::CN::Sandbox_DynamicBackpacks_ClothReductionPercentage_tooltip = "负重减轻增益百分比, 将提升 (100-当前负重减轻)*增益百分比<br>例如: 原本重量减轻为 80% 的背包, 在增益 50% 的情况下会提升 (100-80)*50%=10, 变成 90%<br>原本重量减轻为 70% 的背包, 在增益 30% 的情况下会提升 (100-70)*30%=9 变成 79%",
2996978365::EN::Sandbox_DynamicBackpacks_FannySlotModifier = "Fanny Pack Slot Upgrade Modifier",
2996978365::CN::Sandbox_DynamicBackpacks_FannySlotModifier = "腰包类容器的可升级槽位数量调整",
2996978365::EN::Sandbox_DynamicBackpacks_FannySlotModifier_tooltip = "Extra/Less upgrade slots for containers that go on the fanny pack front/back spots",
2996978365::CN::Sandbox_DynamicBackpacks_FannySlotModifier_tooltip = "腰包类容器的额外升级槽位调整值, 可以是正数或负数",
2996978365::EN::Sandbox_DynamicBackpacks_JeanCapacityBonus = "Capacity Bonus Amount: Denim",
2996978365::CN::Sandbox_DynamicBackpacks_JeanCapacityBonus = "牛仔升级的容量额外加值",
2996978365::EN::Sandbox_DynamicBackpacks_JeanCapacityBonus_tooltip = "Additive bonus to container capacity.",
2996978365::CN::Sandbox_DynamicBackpacks_JeanCapacityBonus_tooltip = "固定的额外加值, 最终的容量提升量 = (原始容量 * 增益百分比) + 额外加值",
2996978365::EN::Sandbox_DynamicBackpacks_JeanCapacityPercentage = "Capacity Bonus Percentage: Denim",
2996978365::CN::Sandbox_DynamicBackpacks_JeanCapacityPercentage = "牛仔升级的容量增益百分比",
2996978365::EN::Sandbox_DynamicBackpacks_JeanCapacityPercentage_tooltip = "Percentage bonus of the containers original capacity.",
2996978365::CN::Sandbox_DynamicBackpacks_JeanCapacityPercentage_tooltip = "相对于原始容量的增益百分比, 最终的容量提升量 = (原始容量 * 增益百分比) + 额外加值",
2996978365::EN::Sandbox_DynamicBackpacks_JeanLootSpawns = "Loot Spawn Multiplier: Denim",
2996978365::CN::Sandbox_DynamicBackpacks_JeanLootSpawns = "牛仔升级的战利品生成倍率",
2996978365::EN::Sandbox_DynamicBackpacks_JeanLootSpawns_tooltip = "Multiplier applied to loot spawns for all Denim upgrades.",
2996978365::CN::Sandbox_DynamicBackpacks_JeanLootSpawns_tooltip = "提升在各种地方找到牛仔升级的倍率",
2996978365::EN::Sandbox_DynamicBackpacks_JeanReductionPercentage = "Weight Efficiency Bonus: Denim",
2996978365::CN::Sandbox_DynamicBackpacks_JeanReductionPercentage = "牛仔升级的负重减轻增益百分比",
2996978365::EN::Sandbox_DynamicBackpacks_JeanReductionPercentage_tooltip = "Weight Efficiency bonus, applies to missing weight reduction of bag <br>(50% bonus on an 80% bag results in 90% total reduction)<br>(30% bonus on a 70% bag results in 79% total reduction)",
2996978365::CN::Sandbox_DynamicBackpacks_JeanReductionPercentage_tooltip = "负重减轻增益百分比, 将提升 (100-当前负重减轻)*增益百分比<br>例如: 原本重量减轻为 80% 的背包, 在增益 50% 的情况下会提升 (100-80)*50%=10, 变成 90%<br>原本重量减轻为 70% 的背包, 在增益 30% 的情况下会提升 (100-70)*30%=9 变成 79%",
2996978365::EN::Sandbox_DynamicBackpacks_KnivesCanRemove = "Knives Remove Upgrades",
2996978365::CN::Sandbox_DynamicBackpacks_KnivesCanRemove = "允许使用刀具移除升级",
2996978365::EN::Sandbox_DynamicBackpacks_KnivesCanRemove_tooltip = "Allows items with the SharpKnife tag to remove upgrades.",
2996978365::CN::Sandbox_DynamicBackpacks_KnivesCanRemove_tooltip = "允许使用带有SharpKnife (刀具)标签的工具来移除已附加的升级",
2996978365::EN::Sandbox_DynamicBackpacks_LeatherCapacityBonus = "Capacity Bonus Amount: Leather",
2996978365::CN::Sandbox_DynamicBackpacks_LeatherCapacityBonus = "皮革升级的容量额外加值",
2996978365::EN::Sandbox_DynamicBackpacks_LeatherCapacityBonus_tooltip = "Additive bonus to container capacity.",
2996978365::CN::Sandbox_DynamicBackpacks_LeatherCapacityBonus_tooltip = "固定的额外加值, 最终的容量提升量 = (原始容量 * 增益百分比) + 额外加值",
2996978365::EN::Sandbox_DynamicBackpacks_LeatherCapacityPercentage = "Capacity Bonus Percentage: Leather",
2996978365::CN::Sandbox_DynamicBackpacks_LeatherCapacityPercentage = "皮革升级的容量增益百分比",
2996978365::EN::Sandbox_DynamicBackpacks_LeatherCapacityPercentage_tooltip = "Percentage bonus of the containers original capacity.",
2996978365::CN::Sandbox_DynamicBackpacks_LeatherCapacityPercentage_tooltip = "相对于原始容量的增益百分比, 最终的容量提升量 = (原始容量 * 增益百分比) + 额外加值",
2996978365::EN::Sandbox_DynamicBackpacks_LeatherLootSpawns = "Loot Spawn Multiplier: Leather",
2996978365::CN::Sandbox_DynamicBackpacks_LeatherLootSpawns = "皮革升级的战利品生成倍率",
2996978365::EN::Sandbox_DynamicBackpacks_LeatherLootSpawns_tooltip = "Multiplier applied to loot spawns for all Leather upgrades.",
2996978365::CN::Sandbox_DynamicBackpacks_LeatherLootSpawns_tooltip = "提升在各种地方找到皮革升级的倍率",
2996978365::EN::Sandbox_DynamicBackpacks_LeatherReductionPercentage = "Weight Efficiency Bonus: Leather",
2996978365::CN::Sandbox_DynamicBackpacks_LeatherReductionPercentage = "皮革升级的负重减轻增益百分比",
2996978365::EN::Sandbox_DynamicBackpacks_LeatherReductionPercentage_tooltip = "Weight Efficiency bonus, applies to missing weight reduction of bag <br>(50% bonus on an 80% bag results in 90% total reduction)<br>(30% bonus on a 70% bag results in 79% total reduction)",
2996978365::CN::Sandbox_DynamicBackpacks_LeatherReductionPercentage_tooltip = "负重减轻增益百分比, 将提升 (100-当前负重减轻)*增益百分比<br>例如: 原本重量减轻为 80% 的背包, 在增益 50% 的情况下会提升 (100-80)*50%=10, 变成 90%<br>原本重量减轻为 70% 的背包, 在增益 30% 的情况下会提升 (100-70)*30%=9 变成 79%",
2996978365::EN::Sandbox_DynamicBackpacks_MilitaryCapacityBonus = "Capacity Bonus Amount: Military",
2996978365::CN::Sandbox_DynamicBackpacks_MilitaryCapacityBonus = "军用升级套件的容量额外加值",
2996978365::EN::Sandbox_DynamicBackpacks_MilitaryCapacityBonus_tooltip = "Additive bonus to container capacity.",
2996978365::CN::Sandbox_DynamicBackpacks_MilitaryCapacityBonus_tooltip = "固定的额外加值, 最终的容量提升量 = (原始容量 * 增益百分比) + 额外加值",
2996978365::EN::Sandbox_DynamicBackpacks_MilitaryCapacityPercentage = "Capacity Bonus Percentage: Military",
2996978365::CN::Sandbox_DynamicBackpacks_MilitaryCapacityPercentage = "军用升级套件的容量增益百分比",
2996978365::EN::Sandbox_DynamicBackpacks_MilitaryCapacityPercentage_tooltip = "Percentage bonus of the containers original capacity.",
2996978365::CN::Sandbox_DynamicBackpacks_MilitaryCapacityPercentage_tooltip = "相对于原始容量的增益百分比, 最终的容量提升量 = (原始容量 * 增益百分比) + 额外加值",
2996978365::EN::Sandbox_DynamicBackpacks_MilitaryLootSpawns = "Loot Spawn Multiplier: Military",
2996978365::CN::Sandbox_DynamicBackpacks_MilitaryLootSpawns = "军用升级套件的战利品生成倍率",
2996978365::EN::Sandbox_DynamicBackpacks_MilitaryLootSpawns_tooltip = "Multiplier applied to loot spawns for all Military upgrades.",
2996978365::CN::Sandbox_DynamicBackpacks_MilitaryLootSpawns_tooltip = "提升在各种地方找到军用升级套件的倍率",
2996978365::EN::Sandbox_DynamicBackpacks_MilitaryReductionPercentage = "Weight Efficiency Bonus: Military",
2996978365::CN::Sandbox_DynamicBackpacks_MilitaryReductionPercentage = "军用升级套件的负重减轻增益百分比",
2996978365::EN::Sandbox_DynamicBackpacks_MilitaryReductionPercentage_tooltip = "Weight Efficiency bonus, applies to missing weight reduction of bag <br>(50% bonus on an 80% bag results in 90% total reduction)<br>(30% bonus on a 70% bag results in 79% total reduction)",
2996978365::CN::Sandbox_DynamicBackpacks_MilitaryReductionPercentage_tooltip = "负重减轻增益百分比, 将提升 (100-当前负重减轻)*增益百分比<br>例如: 原本重量减轻为 80% 的背包, 在增益 50% 的情况下会提升 (100-80)*50%=10, 变成 90%<br>原本重量减轻为 70% 的背包, 在增益 30% 的情况下会提升 (100-70)*30%=9 变成 79%",
2996978365::EN::Sandbox_DynamicBackpacks_OtherSlotModifier = "Other Slot Upgrade Modifier",
2996978365::CN::Sandbox_DynamicBackpacks_OtherSlotModifier = "其他容器的可升级槽位数量调整",
2996978365::EN::Sandbox_DynamicBackpacks_OtherSlotModifier_tooltip = "Extra/Less upgrade slots for containers that are either not equipped or equipped in other locations.",
2996978365::CN::Sandbox_DynamicBackpacks_OtherSlotModifier_tooltip = "其他容器 (不可装备, 或是装备在其他的部位)的可升级槽位数量调整, 可以是正数或负数",
2996978365::EN::Sandbox_DynamicBackpacks_TailoringModifier = "Tailoring Upgrade Slots Value",
2996978365::CN::Sandbox_DynamicBackpacks_TailoringModifier = "获得额外可升级槽位所需要的缝纫等级基准值",
2996978365::EN::Sandbox_DynamicBackpacks_TailoringModifier_tooltip = "Every X levels of tailoring will give all containers another upgrade slot. <br>(0 to disable)",
2996978365::CN::Sandbox_DynamicBackpacks_TailoringModifier_tooltip = "每当缝纫等级增加到此数值的倍数时, 所有容器都会额外获得 1 个可升级槽位<br> (设为 0 则关闭此功能)",
2996978365::EN::Tooltip_UpgradeCapacity = "Dynamic Backpack Upgrades Material",
2996978365::CN::Tooltip_UpgradeCapacity = "可提升容器容量的升级套件",
2996978365::EN::Tooltip_UpgradeWeightReduction = "Dynamic Backpack Upgrades Material",
2996978365::CN::Tooltip_UpgradeWeightReduction = "可提升容器负重减轻的升级套件",
2996978365::EN::UI_LazoloAddUpgrade = "Add Upgrade",
2996978365::CN::UI_LazoloAddUpgrade = "添加升级套件",
2996978365::EN::UI_LazoloCapacity = "Capacity",
2996978365::CN::UI_LazoloCapacity = "容量",
		2996978365::EN::UI_LazoloExpectedStats = "(Capacity: %1, Weight Reduction: %2)",
		2996978365::CN::UI_LazoloExpectedStats = " (修正后容量: %s, 修正后负重减轻: %s)",
2996978365::EN::UI_LazoloFixAlways = "Always",
2996978365::CN::UI_LazoloFixAlways = "自动更新",
2996978365::EN::UI_LazoloFixAlwaysDesc = "Flag this item to automatically update to Dynamic Backpack Upgrade values if it changes. <br> (Automatic updates only apply to items in a player inventory)",
2996978365::CN::UI_LazoloFixAlwaysDesc = "标记此容器, 当设置变更时自动将容器的升级状态修正并更新<br> (只有在玩家道具栏中的容器可以被自动更新)",
2996978365::EN::UI_LazoloFixManual = "Manual Fix",
2996978365::CN::UI_LazoloFixManual = "手动修正",
2996978365::EN::UI_LazoloFixManualDesc = "Update this bag's stats manually.",
2996978365::CN::UI_LazoloFixManualDesc = "手动更新此容器的升级状态",
2996978365::EN::UI_LazoloFixNever = "Never",
2996978365::CN::UI_LazoloFixNever = "永不",
2996978365::EN::UI_LazoloFixNeverDesc = "Permanently hide this menu without doing anything. <br>Remove all upgrades to re-enable it.",
2996978365::CN::UI_LazoloFixNeverDesc = "忽略更新并隐藏此提示<br>要重启更新, 请移除容器的所有升级套件",
2996978365::EN::UI_LazoloFixOnce = "Once",
2996978365::CN::UI_LazoloFixOnce = "只有这次",
2996978365::EN::UI_LazoloFixOnceDesc = "Set this item's stats to the expected stats from Dynamic Backpack Upgrades",
2996978365::CN::UI_LazoloFixOnceDesc = "将此容器的升级状态修正并更新",
2996978365::EN::UI_LazoloFixUpgrades = "Fix Upgrades",
2996978365::CN::UI_LazoloFixUpgrades = "修正升级状态",
2996978365::EN::UI_LazoloRemoveUpgrade = "Remove Upgrade",
2996978365::CN::UI_LazoloRemoveUpgrade = "移除升级套件",
2996978365::EN::UI_LazoloRequiresNeedleThread = "Requires: Needle & Thread",
2996978365::CN::UI_LazoloRequiresNeedleThread = "需要: 针 与 缝线",
2996978365::EN::UI_LazoloRequiresScissors = "Requires: Scissors",
2996978365::CN::UI_LazoloRequiresScissors = "需要: 剪刀",
2996978365::EN::UI_LazoloRequiresSharpItem = "Requires: Scissors or Sharp Knife",
2996978365::CN::UI_LazoloRequiresSharpItem = "需要: 剪刀 或 适合的刀具",
		2996978365::EN::UI_LazoloTooFullToRemove = "Bag is too full <br>Removal results in %1 Capacity",
		2996978365::CN::UI_LazoloTooFullToRemove = "容器太满, 无法移除升级套件<br>移除套件后的容量将变更为 %s",
2996978365::EN::UI_LazoloUpgradeBag = "Upgrade Bag",
2996978365::CN::UI_LazoloUpgradeBag = "升级容器",
2996978365::EN::UI_LazoloUpgradeSlots = "Upgrade Slots",
2996978365::CN::UI_LazoloUpgradeSlots = "可升级栏位",
2996978365::EN::UI_LazoloWeightReduction = "WeightReduction",
2996978365::CN::UI_LazoloWeightReduction = "负重减轻",
2996978365::EN::UI_UpgradeCapacity = "Increases Base Capacity by ",
2996978365::CN::UI_UpgradeCapacity = "此套件可提升的容量: ",
2996978365::EN::UI_UpgradeCapacityCloth = "Cloth Bag Upgrade",
2996978365::CN::UI_UpgradeCapacityCloth = "背包容量升级 (布质)",
2996978365::EN::UI_UpgradeCapacityJean = "Denim Bag Upgrade",
2996978365::CN::UI_UpgradeCapacityJean = "背包容量升级 (牛仔)",
2996978365::EN::UI_UpgradeCapacityLeather = "Leather Bag Upgrade",
2996978365::CN::UI_UpgradeCapacityLeather = "背包容量升级 (皮革)",
2996978365::EN::UI_UpgradeCapacityMilitary = "Military Bag Upgrade",
2996978365::CN::UI_UpgradeCapacityMilitary = "背包容量升级 (军用)",
2996978365::EN::UI_UpgradeWeightReduction = "Increases Weight Efficiency by ",
2996978365::CN::UI_UpgradeWeightReduction = "此套件可提升的减重: ",
2996978365::EN::UI_UpgradeWeightReductionCloth = "Cloth Straps Upgrade",
2996978365::CN::UI_UpgradeWeightReductionCloth = "背包减重升级 (布质)",
2996978365::EN::UI_UpgradeWeightReductionJean = "Denim Straps Upgrade",
2996978365::CN::UI_UpgradeWeightReductionJean = "背包减重升级 (牛仔)",
2996978365::EN::UI_UpgradeWeightReductionLeather = "Leather Straps Upgrade",
2996978365::CN::UI_UpgradeWeightReductionLeather = "背包减重升级 (皮革)",
2996978365::EN::UI_UpgradeWeightReductionMilitary = "Military Straps Upgrade",
2996978365::CN::UI_UpgradeWeightReductionMilitary = "背包减重升级 (军用)",


------ 2927454765 :: Mexiox's - Light Sabers [B42] ------

2927454765::EN::ItemName_Mexiox_ls.BluekyberCrystal = "Blue Kyber Crystal",
2927454765::CN::ItemName_Mexiox_ls.BluekyberCrystal = "蓝色凯伯水晶",
2927454765::EN::ItemName_Mexiox_ls.GreenkyberCrystal = "Green Kyber Crystal",
2927454765::CN::ItemName_Mexiox_ls.GreenkyberCrystal = "绿色凯伯水晶",
2927454765::EN::ItemName_Mexiox_ls.OrangekyberCrystal = "Orange Kyber Crystal",
2927454765::CN::ItemName_Mexiox_ls.OrangekyberCrystal = "橙色凯伯水晶",
2927454765::EN::ItemName_Mexiox_ls.PinkkyberCrystal = "Pink Kyber Crystal",
2927454765::CN::ItemName_Mexiox_ls.PinkkyberCrystal = "粉色凯伯水晶",
2927454765::EN::ItemName_Mexiox_ls.PurplekyberCrystal = "Purple Kyber Crystal",
2927454765::CN::ItemName_Mexiox_ls.PurplekyberCrystal = "紫色凯伯水晶",
2927454765::EN::ItemName_Mexiox_ls.RedkyberCrystal = "Red Kyber Crystal",
2927454765::CN::ItemName_Mexiox_ls.RedkyberCrystal = "红色凯伯水晶",
2927454765::EN::ItemName_Mexiox_ls.YellowkyberCrystal = "Yellow Kyber Crystal",
2927454765::CN::ItemName_Mexiox_ls.YellowkyberCrystal = "黄色凯伯水晶",
2927454765::EN::ItemName_Mexiox_ls.anakin_off = "Anakin's Saber",
2927454765::CN::ItemName_Mexiox_ls.anakin_off = "安纳金的光剑",
2927454765::EN::ItemName_Mexiox_ls.anakin_on = "Anakin's Saber",
2927454765::CN::ItemName_Mexiox_ls.anakin_on = "安纳金的光剑",
2927454765::EN::ItemName_Mexiox_ls.blackglove = "Black glove",
2927454765::CN::ItemName_Mexiox_ls.blackglove = "黑色手套 (单)",
2927454765::EN::ItemName_Mexiox_ls.blackgloves = "Black gloves",
2927454765::CN::ItemName_Mexiox_ls.blackgloves = "黑色手套",
2927454765::EN::ItemName_Mexiox_ls.darthvader_off = "Darth Vader's Saber",
2927454765::CN::ItemName_Mexiox_ls.darthvader_off = "达斯·维达的光剑",
2927454765::EN::ItemName_Mexiox_ls.darthvader_on = "Darth Vader's Saber",
2927454765::CN::ItemName_Mexiox_ls.darthvader_on = "达斯·维达的光剑",
2927454765::EN::ItemName_Mexiox_ls.dooku_off = "Dooku's Saber",
2927454765::CN::ItemName_Mexiox_ls.dooku_off = "杜库的光剑",
2927454765::EN::ItemName_Mexiox_ls.dooku_on = "Dooku's Saber",
2927454765::CN::ItemName_Mexiox_ls.dooku_on = "杜库的光剑",
2927454765::EN::ItemName_Mexiox_ls.jediblackpants = "Dark Jedi Pants",
2927454765::CN::ItemName_Mexiox_ls.jediblackpants = "黑暗绝地长裤",
2927454765::EN::ItemName_Mexiox_ls.jediboots = "Jedi Boots",
2927454765::CN::ItemName_Mexiox_ls.jediboots = "绝地靴",
2927454765::EN::ItemName_Mexiox_ls.jedibootsblack = "Dark Jedi Boots",
2927454765::CN::ItemName_Mexiox_ls.jedibootsblack = "黑暗绝地靴",
2927454765::EN::ItemName_Mexiox_ls.jedibrownpants = "Brown Jedi Pants",
2927454765::CN::ItemName_Mexiox_ls.jedibrownpants = "棕色绝地长裤",
2927454765::EN::ItemName_Mexiox_ls.jediropes = "Jedi Robes",
2927454765::CN::ItemName_Mexiox_ls.jediropes = "绝地长袍",
2927454765::EN::ItemName_Mexiox_ls.jediropesblack = "Dark Jedi Robes",
2927454765::CN::ItemName_Mexiox_ls.jediropesblack = "黑暗绝地长袍",
2927454765::EN::ItemName_Mexiox_ls.jediropesblackbelt = "Jedi Robes with black belt",
2927454765::CN::ItemName_Mexiox_ls.jediropesblackbelt = "带黑腰带的绝地长袍",
2927454765::EN::ItemName_Mexiox_ls.jediropesblackbrown = "Brown and black Jedi Robes",
2927454765::CN::ItemName_Mexiox_ls.jediropesblackbrown = "棕黑绝地长袍",
2927454765::EN::ItemName_Mexiox_ls.jediropesbrown = "Brown Jedi Robes",
2927454765::CN::ItemName_Mexiox_ls.jediropesbrown = "棕色绝地长袍",
2927454765::EN::ItemName_Mexiox_ls.jediwhitepants = "light-toned Jedi Pants",
2927454765::CN::ItemName_Mexiox_ls.jediwhitepants = "浅色绝地长裤",
2927454765::EN::ItemName_Mexiox_ls.kenobi_off = "Ben's Saber",
2927454765::CN::ItemName_Mexiox_ls.kenobi_off = "本的光剑",
2927454765::EN::ItemName_Mexiox_ls.kenobi_on = "Ben's Saber",
2927454765::CN::ItemName_Mexiox_ls.kenobi_on = "本的光剑",
2927454765::EN::ItemName_Mexiox_ls.kylo_off = "Kylo's Saber",
2927454765::CN::ItemName_Mexiox_ls.kylo_off = "凯洛的光剑",
2927454765::EN::ItemName_Mexiox_ls.kylo_on = "Kylo's Saber",
2927454765::CN::ItemName_Mexiox_ls.kylo_on = "凯洛的光剑",
2927454765::EN::ItemName_Mexiox_ls.luke_off = "Luke's Saber",
2927454765::CN::ItemName_Mexiox_ls.luke_off = "卢克的光剑",
2927454765::EN::ItemName_Mexiox_ls.luke_on = "Luke's Saber",
2927454765::CN::ItemName_Mexiox_ls.luke_on = "卢克的光剑",
2927454765::EN::ItemName_Mexiox_ls.lukesuit = "Luke's Jedi Suit",
2927454765::CN::ItemName_Mexiox_ls.lukesuit = "卢克的绝地套装",
2927454765::EN::ItemName_Mexiox_ls.mace_off = "Mace's Saber",
2927454765::CN::ItemName_Mexiox_ls.mace_off = "梅斯的光剑",
2927454765::EN::ItemName_Mexiox_ls.mace_on = "Mace's Saber",
2927454765::CN::ItemName_Mexiox_ls.mace_on = "梅斯的光剑",
2927454765::EN::ItemName_Mexiox_ls.machete_amarillo_off = "Yellow Machete Saber",
2927454765::CN::ItemName_Mexiox_ls.machete_amarillo_off = "黄色马切特光剑",
2927454765::EN::ItemName_Mexiox_ls.machete_azul_off = "Blue Machete Saber",
2927454765::CN::ItemName_Mexiox_ls.machete_azul_off = "蓝色马切特光剑",
2927454765::EN::ItemName_Mexiox_ls.machete_morao_off = "Purple Machete Saber",
2927454765::CN::ItemName_Mexiox_ls.machete_morao_off = "紫色马切特光剑",
2927454765::EN::ItemName_Mexiox_ls.machete_naranja_off = "Orange Machete Saber",
2927454765::CN::ItemName_Mexiox_ls.machete_naranja_off = "橙色马切特光剑",
2927454765::EN::ItemName_Mexiox_ls.machete_on_amarillo = "Yellow Machete Saber",
2927454765::CN::ItemName_Mexiox_ls.machete_on_amarillo = "黄色马切特光剑",
2927454765::EN::ItemName_Mexiox_ls.machete_on_azul = "Blue Machete Saber",
2927454765::CN::ItemName_Mexiox_ls.machete_on_azul = "蓝色马切特光剑",
2927454765::EN::ItemName_Mexiox_ls.machete_on_morao = "Purple Machete Saber",
2927454765::CN::ItemName_Mexiox_ls.machete_on_morao = "紫色马切特光剑",
2927454765::EN::ItemName_Mexiox_ls.machete_on_naranja = "Orange Machete Saber",
2927454765::CN::ItemName_Mexiox_ls.machete_on_naranja = "橙色马切特光剑",
2927454765::EN::ItemName_Mexiox_ls.machete_on_rojo = "Red Machete Saber",
2927454765::CN::ItemName_Mexiox_ls.machete_on_rojo = "红色马切特光剑",
2927454765::EN::ItemName_Mexiox_ls.machete_on_rosa = "Pink Machete Saber",
2927454765::CN::ItemName_Mexiox_ls.machete_on_rosa = "粉色马切特光剑",
2927454765::EN::ItemName_Mexiox_ls.machete_on_verde = "Green Machete Saber",
2927454765::CN::ItemName_Mexiox_ls.machete_on_verde = "绿色马切特光剑",
2927454765::EN::ItemName_Mexiox_ls.machete_rojo_off = "Red Machete Saber",
2927454765::CN::ItemName_Mexiox_ls.machete_rojo_off = "红色马切特光剑",
2927454765::EN::ItemName_Mexiox_ls.machete_rosa_off = "Pink Machete Saber",
2927454765::CN::ItemName_Mexiox_ls.machete_rosa_off = "粉色马切特光剑",
