
------ 2959472220 ::  ------

2959472220::EN::ItemName_Base.FRTopLightsFog = "Top Fog Lights",
2959472220::CN::ItemName_Base.FRTopLightsFog = "车顶雾灯",
2959472220::EN::ItemName_Base.FRTrailerHitch1 = "Trailer Hitch",
2959472220::CN::ItemName_Base.FRTrailerHitch1 = "拖车挂钩",
2959472220::EN::ItemName_Base.FRTrailerHitch2 = "Trailer Hitch",
2959472220::CN::ItemName_Base.FRTrailerHitch2 = "拖车挂钩",
2959472220::EN::ItemName_Base.FRTrailerHitch3 = "Trailer Hitch",
2959472220::CN::ItemName_Base.FRTrailerHitch3 = "拖车挂钩",
2959472220::EN::ItemName_Base.FR_CA_Hubcap_A = "Hubcap - Laumet",
2959472220::CN::ItemName_Base.FR_CA_Hubcap_A = "轮毂盖 - 劳梅特",
2959472220::EN::ItemName_Base.FR_CH_Hubcap_A = "Hubcap - Chevalier",
2959472220::CN::ItemName_Base.FR_CH_Hubcap_A = "轮毂盖 - 骑士款",
2959472220::EN::ItemName_Base.FR_Cap_A = "Centercap - Workman",
2959472220::CN::ItemName_Base.FR_Cap_A = "轮毂盖 - 工匠款",
2959472220::EN::ItemName_Base.FR_Cap_B = "Centercap - Pers 40",
2959472220::CN::ItemName_Base.FR_Cap_B = "轮毂盖 - 40式",
2959472220::EN::ItemName_Base.FR_Cap_C = "Centercap - X-Treme",
2959472220::CN::ItemName_Base.FR_Cap_C = "轮毂盖 - 极限款",
2959472220::EN::ItemName_Base.FR_DA_Hubcap_A = "Hubcap - Losan",
2959472220::CN::ItemName_Base.FR_DA_Hubcap_A = "轮毂盖 - 洛桑",
2959472220::EN::ItemName_Base.FR_FO_Hubcap_A = "Hubcap - Franklin",
2959472220::CN::ItemName_Base.FR_FO_Hubcap_A = "轮毂盖 - 富兰克林",
2959472220::EN::ItemName_Base.FR_Fridge = "Fridge",
2959472220::CN::ItemName_Base.FR_Fridge = "车载冰箱",
2959472220::EN::ItemName_Base.FR_Hubcap_A = "Hubcap - Classic",
2959472220::CN::ItemName_Base.FR_Hubcap_A = "轮毂盖 - 经典款",
2959472220::EN::ItemName_Base.FR_Hubcap_B = "Hubcap - Vented",
2959472220::CN::ItemName_Base.FR_Hubcap_B = "轮毂盖 - 通风款",
2959472220::EN::ItemName_Base.FR_Hubcap_Bandit_Special = "Hubcap - Smokey",
2959472220::CN::ItemName_Base.FR_Hubcap_Bandit_Special = "轮毂盖 - 烟鬼款",
2959472220::EN::ItemName_Base.FR_Hubcap_C = "Hubcap - BeSpoke",
2959472220::CN::ItemName_Base.FR_Hubcap_C = "轮毂盖 - 定制款",
2959472220::EN::ItemName_Base.FR_Hubcap_D = "Hubcap - Bullseye",
2959472220::CN::ItemName_Base.FR_Hubcap_D = "轮毂盖 - 靶心款",
2959472220::EN::ItemName_Base.FR_Hubcap_Modern_A = "Hubcap - Pie",
2959472220::CN::ItemName_Base.FR_Hubcap_Modern_A = "轮毂盖 - 派",
2959472220::EN::ItemName_Base.FR_Hubcap_Modern_B = "Hubcap - Future",
2959472220::CN::ItemName_Base.FR_Hubcap_Modern_B = "轮毂盖 - 未来款",
2959472220::EN::ItemName_Base.FR_Hubcap_Modern_B_Special = "Hubcap - Raptor",
2959472220::CN::ItemName_Base.FR_Hubcap_Modern_B_Special = "轮毂盖 - 猛禽款",
2959472220::EN::ItemName_Base.FR_Hubcap_Modern_C = "Hubcap - Workman",
2959472220::CN::ItemName_Base.FR_Hubcap_Modern_C = "轮毂盖 - 工匠款",
2959472220::EN::ItemName_Base.FR_Hubcap_Modern_C_Special = "Hubcap - Compy",
2959472220::CN::ItemName_Base.FR_Hubcap_Modern_C_Special = "轮毂盖 - 小霸王款",
2959472220::EN::ItemName_Base.FR_Hubcap_Modern_D = "Hubcap - Slow Sunday",
2959472220::CN::ItemName_Base.FR_Hubcap_Modern_D = "轮毂盖 - 悠闲周日款",
2959472220::EN::ItemName_Base.FR_Hubcap_Mustang_Special = "Hubcap - Thoroughbred",
2959472220::CN::ItemName_Base.FR_Hubcap_Mustang_Special = "轮毂盖 - 纯种马款",
2959472220::EN::ItemName_Base.FR_Hubcap_Police_A = "Hubcap - Pers 40",
2959472220::CN::ItemName_Base.FR_Hubcap_Police_A = "轮毂盖 - 40式",
2959472220::EN::ItemName_Base.FR_Hubcap_Trans_Special = "Hubcap - Doll",
2959472220::CN::ItemName_Base.FR_Hubcap_Trans_Special = "轮毂盖 - 娃娃款",
2959472220::EN::ItemName_Base.FR_KitchenCabinet = "Kitchen Cabinet",
2959472220::CN::ItemName_Base.FR_KitchenCabinet = "车载橱柜",
2959472220::EN::ItemName_Base.FR_Oven = "Oven",
2959472220::CN::ItemName_Base.FR_Oven = "车载烤箱",
2959472220::EN::ItemName_Base.FR_VehicleArmory = "Armory",
2959472220::CN::ItemName_Base.FR_VehicleArmory = "车载武器柜",
2959472220::EN::ItemName_Base.FR_Wardrobe = "Wardrobe",
2959472220::CN::ItemName_Base.FR_Wardrobe = "车载衣柜",
2959472220::EN::ItemName_Base.MakeshiftHmmwv_mil = "HMMWV Makeshift Tire",
2959472220::CN::ItemName_Base.MakeshiftHmmwv_mil = "HMMWV 轮胎 (临时)",
2959472220::EN::ItemName_Base.MakeshiftTireDeuce_mil = "Heavy Military Makeshift Tire",
2959472220::CN::ItemName_Base.MakeshiftTireDeuce_mil = "重型军用轮胎 (临时)",
2959472220::EN::ItemName_Base.MakeshiftTireMutt_mil = "Light Military Makeshift Tire",
2959472220::CN::ItemName_Base.MakeshiftTireMutt_mil = "轻型军用轮胎 (临时)",
2959472220::EN::ItemName_Base.ModernHeavyDutyTire = "Performance Commercial Tire",
2959472220::CN::ItemName_Base.ModernHeavyDutyTire = "商用轮胎 (性能)",
2959472220::EN::ItemName_Base.ModernTire1 = "Performance Tire",
2959472220::CN::ItemName_Base.ModernTire1 = "轮胎 (高级)",
2959472220::EN::ItemName_Base.ModernTire2 = "Performance Tire",
2959472220::CN::ItemName_Base.ModernTire2 = "轮胎 (高级)",
2959472220::EN::ItemName_Base.ModernTire3 = "Performance Tire",
2959472220::CN::ItemName_Base.ModernTire3 = "轮胎 (高级)",
2959472220::EN::ItemName_Base.NormalEquipmentTireHuge = "Large Equipment Tire",
2959472220::CN::ItemName_Base.NormalEquipmentTireHuge = "设备轮胎 (大型)",
2959472220::EN::ItemName_Base.NormalEquipmentTireSmall = "Small Equipment Tire",
2959472220::CN::ItemName_Base.NormalEquipmentTireSmall = "设备轮胎 (小型)",
2959472220::EN::ItemName_Base.NormalHeavyDutyTire = "Standard Commercial Tire",
2959472220::CN::ItemName_Base.NormalHeavyDutyTire = "商用轮胎 (标准)",
2959472220::EN::ItemName_Base.NormalOffroadTire = "Regular Offroad Tire",
2959472220::CN::ItemName_Base.NormalOffroadTire = "越野轮胎 (标准)",
2959472220::EN::ItemName_Base.NormalTire1 = "Regular Tire",
2959472220::CN::ItemName_Base.NormalTire1 = "轮胎 (普通)",
2959472220::EN::ItemName_Base.NormalTire2 = "Regular Tire",
2959472220::CN::ItemName_Base.NormalTire2 = "轮胎 (普通)",
2959472220::EN::ItemName_Base.NormalTire3 = "Regular Tire",
2959472220::CN::ItemName_Base.NormalTire3 = "轮胎 (普通)",
2959472220::EN::ItemName_Base.OffroadTireDeuce_mil = "Heavy Military Offroad Tire",
2959472220::CN::ItemName_Base.OffroadTireDeuce_mil = "重型军用轮胎 (越野)",
2959472220::EN::ItemName_Base.OffroadTireHmmwv_mil = "HMMWV Offroad Tire",
2959472220::CN::ItemName_Base.OffroadTireHmmwv_mil = "HMMWV 轮胎 (越野)",
2959472220::EN::ItemName_Base.OffroadTireMutt_mil = "Light Military Offroad Tire",
2959472220::CN::ItemName_Base.OffroadTireMutt_mil = "轻型军用轮胎 (越野)",
2959472220::EN::ItemName_Base.OldHeavyDutyTire = "Save-Sum Commercial Tire",
2959472220::CN::ItemName_Base.OldHeavyDutyTire = "Save-Sum 轮胎 (商用)",
2959472220::EN::ItemName_Base.OldOffroadTire = "Cheap Offroad Tire",
2959472220::CN::ItemName_Base.OldOffroadTire = "越野轮胎 (廉价)",
2959472220::EN::ItemName_Base.OldTire1 = "Valu-Tire",
2959472220::CN::ItemName_Base.OldTire1 = "轮胎 (廉价)",
2959472220::EN::ItemName_Base.OldTire2 = "Valu-Tire",
2959472220::CN::ItemName_Base.OldTire2 = "轮胎 (廉价)",
2959472220::EN::ItemName_Base.OldTire3 = "Valu-Tire",
2959472220::CN::ItemName_Base.OldTire3 = "轮胎 (廉价)",
2959472220::EN::ItemName_Base.PerformanceEngineDoor1 = "Performance Hood",
2959472220::CN::ItemName_Base.PerformanceEngineDoor1 = "引擎盖 (性能型)",
2959472220::EN::ItemName_Base.PerformanceEngineDoor2 = "Performance Hood",
2959472220::CN::ItemName_Base.PerformanceEngineDoor2 = "引擎盖 (性能型)",
2959472220::EN::ItemName_Base.PerformanceEngineDoor3 = "Performance Hood",
2959472220::CN::ItemName_Base.PerformanceEngineDoor3 = "引擎盖 (性能型)",
2959472220::EN::ItemName_Base.PerformanceOffroadTire = "Performance Offroad Tire",
2959472220::CN::ItemName_Base.PerformanceOffroadTire = "越野轮胎 (性能)",
2959472220::EN::ItemName_Base.PerformanceTrunkDoor1 = "Performance Trunk Lid",
2959472220::CN::ItemName_Base.PerformanceTrunkDoor1 = "后备箱盖 (性能型)",
2959472220::EN::ItemName_Base.PerformanceTrunkDoor2 = "Performance Trunk Lid",
2959472220::CN::ItemName_Base.PerformanceTrunkDoor2 = "后备箱盖 (性能型)",
2959472220::EN::ItemName_Base.PerformanceTrunkDoor3 = "Performance Trunk Lid",
2959472220::CN::ItemName_Base.PerformanceTrunkDoor3 = "后备箱盖 (性能型)",
2959472220::EN::ItemName_Base.RoadTireDeuce_mil = "Heavy Military Road Tire",
2959472220::CN::ItemName_Base.RoadTireDeuce_mil = "重型军用轮胎 (公路)",
2959472220::EN::ItemName_Base.RoadTireHmmwv_mil = "HMMWV Road Tire",
2959472220::CN::ItemName_Base.RoadTireHmmwv_mil = "HMMWV 轮胎 (公路)",
2959472220::EN::ItemName_Base.RoadTireMutt_mil = "Light Military Road Tire",
2959472220::CN::ItemName_Base.RoadTireMutt_mil = "轻型军用轮胎 (公路)",
2959472220::EN::Recipe_FRBuildSideBoard = "Build Side Boards",
2959472220::CN::Recipe_FRBuildSideBoard = "制作侧踏板",
2959472220::EN::Recipe_FRConvertHMMWVTires = "Convert to Heavy Duty Military Tires",
2959472220::CN::Recipe_FRConvertHMMWVTires = "更换为重型军用轮胎",
2959472220::EN::Recipe_FRConvertM151Tires = "Convert to M151 Military Tires",
2959472220::CN::Recipe_FRConvertM151Tires = "更换为轻型军用轮胎",
2959472220::EN::Recipe_FRConvertM35Tires = "Convert to HMMWV Military Tires",
2959472220::CN::Recipe_FRConvertM35Tires = "更换为HMMWV轮胎",
2959472220::EN::Sandbox_FRUsedCars = "Filibuster Rhymes' Used Cars",
2959472220::CN::Sandbox_FRUsedCars = "菲力巴斯·莱姆斯二手车",
2959472220::EN::Sandbox_LowConPartsFall = "Low durability parts have the chance to drop off cars",
2959472220::CN::Sandbox_LowConPartsFall = "低耐久度零件有可能从车上脱落",
2959472220::EN::Sandbox_PartFallsWithParent = "If the parent falls, so does the child. (If the tire pops off the hubcap will too)",
2959472220::CN::Sandbox_PartFallsWithParent = "若父级脱落,子级也会脱落 (例如轮胎脱落,轮毂盖也会脱落)",
2959472220::EN::UI_Intro1 = "THESE ARE THE ALPHA-TIMES",
2959472220::CN::UI_Intro1 = "THESE ARE THE ALPHA-TIMES",
2959472220::EN::UI_Intro2 = "THERE WAS HOPE OF A RELEASE",
2959472220::CN::UI_Intro2 = "THERE WAS HOPE OF A RELEASE",
2959472220::EN::UI_Intro3 = "THIS IS HOW YOU TESTED THE FILIBUSTER RHYMES USED CARS ANIMATION ALPHA.",
2959472220::CN::UI_Intro3 = "THIS IS HOW YOU TESTED THE FILIBUSTER RHYMES USED CARS ANIMATION ALPHA.",


------ 3088951320 :: '93 Ford Taurus ------

3088951320::EN::IGUI_VehicleName93fordTaurus = "'93 Ford Taurus ",
3088951320::CN::IGUI_VehicleName93fordTaurus = "'93款福特金牛座",
3088951320::EN::IGUI_VehicleName93fordTaurusSHO = "'93 Ford Taurus SHO",
3088951320::CN::IGUI_VehicleName93fordTaurusSHO = "'93款福特金牛座SHO版",
3088951320::EN::IGUI_VehicleName93fordTaurusWagon = "'93 Ford Taurus Wagon",
3088951320::CN::IGUI_VehicleName93fordTaurusWagon = "'93款福特金牛座旅行版",
3088951320::EN::IGUI_VehiclePartTAU93Roofrack = "Roofrack",
3088951320::CN::IGUI_VehiclePartTAU93Roofrack = "车顶行李架",
3088951320::EN::IGUI_VehiclePartTAU93TrunkS = "Trunk Storage",
3088951320::CN::IGUI_VehiclePartTAU93TrunkS = "后备箱",
3088951320::EN::IGUI_VehiclePartTAU93TrunkW = "Trunk Storage",
3088951320::CN::IGUI_VehiclePartTAU93TrunkW = "后备箱",
3088951320::EN::ItemName_Base.93fordTaurusBullbarFrontA = "93 Ford Taurus Bullbar",
3088951320::CN::ItemName_Base.93fordTaurusBullbarFrontA = "93款福特金牛座防撞护栏",
3088951320::EN::ItemName_Base.93fordTaurusBumperFront1 = "93 Ford Taurus Front Bumper",
3088951320::CN::ItemName_Base.93fordTaurusBumperFront1 = "93款福特金牛座前保险杠",
3088951320::EN::ItemName_Base.93fordTaurusBumperFrontA = "93 Ford Taurus Reinforced Front Bumper",
3088951320::CN::ItemName_Base.93fordTaurusBumperFrontA = "93款福特金牛座加固前保险杠",
3088951320::EN::ItemName_Base.93fordTaurusEngineDoor1 = "93 Ford Taurus Hood",
3088951320::CN::ItemName_Base.93fordTaurusEngineDoor1 = "93款福特金牛座引擎盖",
3088951320::EN::ItemName_Base.93fordTaurusFrontDoor1 = "93 Ford Taurus Front Door",
3088951320::CN::ItemName_Base.93fordTaurusFrontDoor1 = "93款福特金牛座前车门",
3088951320::EN::ItemName_Base.93fordTaurusFrontSideWindow1 = "93 Ford Taurus Front Side Window",
3088951320::CN::ItemName_Base.93fordTaurusFrontSideWindow1 = "93款福特金牛座前侧窗",
3088951320::EN::ItemName_Base.93fordTaurusFrontWindowArmor = "93 Ford Taurus Front Window Armor",
3088951320::CN::ItemName_Base.93fordTaurusFrontWindowArmor = "93款福特金牛座前窗装甲",
3088951320::EN::ItemName_Base.93fordTaurusMagazine = "93 Ford Taurus Auto Manual",
3088951320::CN::ItemName_Base.93fordTaurusMagazine = "93款福特金牛座汽车手册",
3088951320::EN::ItemName_Base.93fordTaurusRearDoor1 = "93 Ford Taurus Rear Door",
3088951320::CN::ItemName_Base.93fordTaurusRearDoor1 = "93款福特金牛座后车门",
3088951320::EN::ItemName_Base.93fordTaurusRearSideWindow1 = "93 Ford Taurus Rear Side Window",
3088951320::CN::ItemName_Base.93fordTaurusRearSideWindow1 = "93款福特金牛座后侧窗",
3088951320::EN::ItemName_Base.93fordTaurusRearWindowArmor = "93 Ford Taurus Rear Window Armor",
3088951320::CN::ItemName_Base.93fordTaurusRearWindowArmor = "93款福特金牛座后窗装甲",
3088951320::EN::ItemName_Base.93fordTaurusRoofrack1 = "93 Ford Taurus Roofrack",
3088951320::CN::ItemName_Base.93fordTaurusRoofrack1 = "93款福特金牛座车顶行李架",
3088951320::EN::ItemName_Base.93fordTaurusSHOBumperFront1 = "93 Ford Taurus SHO Front Bumper",
3088951320::CN::ItemName_Base.93fordTaurusSHOBumperFront1 = "93款福特金牛座SHO版前保险杠",
3088951320::EN::ItemName_Base.93fordTaurusSHOBumperFrontA = "93 Ford Taurus SHO Reinforced Front Bumper",
3088951320::CN::ItemName_Base.93fordTaurusSHOBumperFrontA = "93款福特金牛座SHO版加固前保险杠",
3088951320::EN::ItemName_Base.93fordTaurusSHOBumperRear1 = "93 Ford Taurus SHO Rear Bumper",
3088951320::CN::ItemName_Base.93fordTaurusSHOBumperRear1 = "93款福特金牛座SHO版后保险杠",
3088951320::EN::ItemName_Base.93fordTaurusSHOSpoiler1 = "93 Ford Taurus SHO Spoiler",
3088951320::CN::ItemName_Base.93fordTaurusSHOSpoiler1 = "93款福特金牛座SHO版扰流板",
3088951320::EN::ItemName_Base.93fordTaurusSHOTire3 = "93 Ford Taurus SHO Tire",
3088951320::CN::ItemName_Base.93fordTaurusSHOTire3 = "93款福特金牛座SHO版轮胎",
3088951320::EN::ItemName_Base.93fordTaurusSeatFront1 = "93 Ford Taurus Front Seat",
3088951320::CN::ItemName_Base.93fordTaurusSeatFront1 = "93款福特金牛座前排座椅",
3088951320::EN::ItemName_Base.93fordTaurusSeatRear1 = "93 Ford Taurus Rear Seat",
3088951320::CN::ItemName_Base.93fordTaurusSeatRear1 = "93款福特金牛座后排座椅",
3088951320::EN::ItemName_Base.93fordTaurusSedanBumperRear1 = "93 Ford Taurus Sedan Rear Bumper",
3088951320::CN::ItemName_Base.93fordTaurusSedanBumperRear1 = "93款福特金牛座轿车后保险杠",
3088951320::EN::ItemName_Base.93fordTaurusSedanRearWindshield1 = "93 Ford Taurus Sedan Rear Windshield",
3088951320::CN::ItemName_Base.93fordTaurusSedanRearWindshield1 = "93款福特金牛座轿车后挡风玻璃",
3088951320::EN::ItemName_Base.93fordTaurusSedanTrunkDoor1 = "93 Ford Taurus Sedan Trunk Lid",
3088951320::CN::ItemName_Base.93fordTaurusSedanTrunkDoor1 = "93款福特金牛座轿车后备箱盖",
3088951320::EN::ItemName_Base.93fordTaurusSedanWindshieldRearArmor = "93 Ford Taurus Sedan Rear Windshield Armor",
3088951320::CN::ItemName_Base.93fordTaurusSedanWindshieldRearArmor = "93款福特金牛座轿车后挡风玻璃装甲",
3088951320::EN::ItemName_Base.93fordTaurusTire1 = "93 Ford Taurus Tire",
3088951320::CN::ItemName_Base.93fordTaurusTire1 = "93款福特金牛座轮胎",
3088951320::EN::ItemName_Base.93fordTaurusWagonBackSideWindow1 = "93 Ford Taurus Wagon Back Side Window",
3088951320::CN::ItemName_Base.93fordTaurusWagonBackSideWindow1 = "93款福特金牛座旅行版后部侧窗",
3088951320::EN::ItemName_Base.93fordTaurusWagonBackWindowArmor = "93 Ford Taurus Wagon Back Window Armor",
3088951320::CN::ItemName_Base.93fordTaurusWagonBackWindowArmor = "93款福特金牛座旅行版后部车窗装甲",
3088951320::EN::ItemName_Base.93fordTaurusWagonBumperRear1 = "93 Ford Taurus Wagon Rear Bumper",
3088951320::CN::ItemName_Base.93fordTaurusWagonBumperRear1 = "93款福特金牛座旅行版后保险杠",
3088951320::EN::ItemName_Base.93fordTaurusWagonRearWindshield1 = "93 Ford Taurus Wagon Rear Windshield",
3088951320::CN::ItemName_Base.93fordTaurusWagonRearWindshield1 = "93款福特金牛座旅行版后挡风玻璃",
3088951320::EN::ItemName_Base.93fordTaurusWagonRoofrack1 = "93 Ford Taurus Improvised Roofrack",
3088951320::CN::ItemName_Base.93fordTaurusWagonRoofrack1 = "93款福特金牛座旅行版简易行李架",
3088951320::EN::ItemName_Base.93fordTaurusWagonTrunkDoor1 = "93 Ford Taurus Wagon Trunk Lid",
3088951320::CN::ItemName_Base.93fordTaurusWagonTrunkDoor1 = "93款福特金牛座旅行版后备箱盖",
3088951320::EN::ItemName_Base.93fordTaurusWagonWindshieldRearArmor = "93 Ford Taurus Wagon Rear Windshield Armor",
3088951320::CN::ItemName_Base.93fordTaurusWagonWindshieldRearArmor = "93款福特金牛座旅行版后挡风玻璃装甲",
3088951320::EN::ItemName_Base.93fordTaurusWindshield1 = "93 Ford Taurus Windshield",
3088951320::CN::ItemName_Base.93fordTaurusWindshield1 = "93款福特金牛座前挡风玻璃",
3088951320::EN::ItemName_Base.93fordTaurusWindshieldArmor = "93 Ford Taurus Windshield Armor",
3088951320::CN::ItemName_Base.93fordTaurusWindshieldArmor = "93款福特金牛座前挡风玻璃装甲",
3088951320::EN::Recipe_93fordTaurus.MakeFrontBullbar = "Make 93 Ford Taurus Front Bullbar",
3088951320::CN::Recipe_93fordTaurus.MakeFrontBullbar = "制造93款福特金牛座前防撞护栏",
3088951320::EN::Recipe_93fordTaurus.MakeFrontDoor = "Make 93 Ford Taurus Front Door",
3088951320::CN::Recipe_93fordTaurus.MakeFrontDoor = "制造93款福特金牛座前车门",
3088951320::EN::Recipe_93fordTaurus.MakeFrontSeat = "Make 93 Ford Taurus Front Seat",
3088951320::CN::Recipe_93fordTaurus.MakeFrontSeat = "制造93款福特金牛座前排座椅",
3088951320::EN::Recipe_93fordTaurus.MakeFrontSideWindow = "Make 93 Ford Taurus Front Side Window",
3088951320::CN::Recipe_93fordTaurus.MakeFrontSideWindow = "制造93款福特金牛座前侧窗",
3088951320::EN::Recipe_93fordTaurus.MakeFrontWindowArmor = "Make 93 Ford Taurus Front Window Armor",
3088951320::CN::Recipe_93fordTaurus.MakeFrontWindowArmor = "制造93款福特金牛座前窗装甲",
3088951320::EN::Recipe_93fordTaurus.MakeFrontWindshield = "Make 93 Ford Taurus Front Windshield",
3088951320::CN::Recipe_93fordTaurus.MakeFrontWindshield = "制造93款福特金牛座前挡风玻璃",
3088951320::EN::Recipe_93fordTaurus.MakeFrontWindshieldArmor = "Make 93 Ford Taurus Front Windshield Armor",
3088951320::CN::Recipe_93fordTaurus.MakeFrontWindshieldArmor = "制造93款福特金牛座前挡风玻璃装甲",
3088951320::EN::Recipe_93fordTaurus.MakeHood = "Make 93 Ford Taurus Hood",
3088951320::CN::Recipe_93fordTaurus.MakeHood = "制造93款福特金牛座引擎盖",
3088951320::EN::Recipe_93fordTaurus.MakeRearDoor = "Make 93 Ford Taurus Rear Door",
3088951320::CN::Recipe_93fordTaurus.MakeRearDoor = "制造93款福特金牛座后车门",
3088951320::EN::Recipe_93fordTaurus.MakeRearSeat = "Make 93 Ford Taurus Rear Seat",
3088951320::CN::Recipe_93fordTaurus.MakeRearSeat = "制造93款福特金牛座后排座椅",
3088951320::EN::Recipe_93fordTaurus.MakeRearSideWindow = "Make 93 Ford Taurus Rear Side Window",
3088951320::CN::Recipe_93fordTaurus.MakeRearSideWindow = "制造93款福特金牛座后侧窗",
3088951320::EN::Recipe_93fordTaurus.MakeRearWindowArmor = "Make 93 Ford Taurus Rear Window Armor",
3088951320::CN::Recipe_93fordTaurus.MakeRearWindowArmor = "制造93款福特金牛座后窗装甲",
3088951320::EN::Recipe_93fordTaurus.MakeRearWindshield = "Make 93 Ford Taurus Sedan Rear Windshield",
3088951320::CN::Recipe_93fordTaurus.MakeRearWindshield = "制造93款福特金牛座轿车后挡风玻璃",
3088951320::EN::Recipe_93fordTaurus.MakeRearWindshieldArmor = "Make 93 Ford Taurus Sedan Rear Windshield Armor",
3088951320::CN::Recipe_93fordTaurus.MakeRearWindshieldArmor = "制造93款福特金牛座轿车后挡风玻璃装甲",
3088951320::EN::Recipe_93fordTaurus.MakeReinforcedFrontBumper = "Make 93 Ford Taurus Reinforced Front Bumper",
3088951320::CN::Recipe_93fordTaurus.MakeReinforcedFrontBumper = "制造93款福特金牛座加固前保险杠",
3088951320::EN::Recipe_93fordTaurus.MakeRoofrack = "Make 93 Ford Taurus Roofrack",
3088951320::CN::Recipe_93fordTaurus.MakeRoofrack = "制造93款福特金牛座车顶行李架",
3088951320::EN::Recipe_93fordTaurus.MakeTire = "Make 93 Ford Taurus Tire",
3088951320::CN::Recipe_93fordTaurus.MakeTire = "制造93款福特金牛座轮胎",
3088951320::EN::Recipe_93fordTaurus.MakeTrunkLid = "Make 93 Ford Taurus Sedan Trunk Lid",
3088951320::CN::Recipe_93fordTaurus.MakeTrunkLid = "制造93款福特金牛座轿车后备箱盖",
3088951320::EN::Recipe_93fordTaurusSHO.MakeReinforcedFrontBumper = "Make 93 Ford Taurus SHO Reinforced Front Bumper",
3088951320::CN::Recipe_93fordTaurusSHO.MakeReinforcedFrontBumper = "制造93款福特金牛座SHO版加固前保险杠",
3088951320::EN::Recipe_93fordTaurusSHO.MakeTire = "Make 93 Ford Taurus SHO Tire",
3088951320::CN::Recipe_93fordTaurusSHO.MakeTire = "制造93款福特金牛座SHO版轮胎",
3088951320::EN::Recipe_93fordTaurusWagon.MakeBackSideWindow = "Make 93 Ford Taurus Wagon Back Side Window",
3088951320::CN::Recipe_93fordTaurusWagon.MakeBackSideWindow = "制造93款福特金牛座旅行版后部侧窗",
3088951320::EN::Recipe_93fordTaurusWagon.MakeBackWindowArmor = "Make 93 Ford Taurus Wagon Back Window Armor",
3088951320::CN::Recipe_93fordTaurusWagon.MakeBackWindowArmor = "制造93款福特金牛座旅行版后部车窗装甲",
3088951320::EN::Recipe_93fordTaurusWagon.MakeRearWindshield = "Make 93 Ford Taurus Wagon Rear Windshield",
3088951320::CN::Recipe_93fordTaurusWagon.MakeRearWindshield = "制造93款福特金牛座旅行版后挡风玻璃",
3088951320::EN::Recipe_93fordTaurusWagon.MakeRearWindshieldArmor = "Make 93 Ford Taurus Wagon Rear Windshield Armor",
3088951320::CN::Recipe_93fordTaurusWagon.MakeRearWindshieldArmor = "制造93款福特金牛座旅行版后挡风玻璃装甲",
3088951320::EN::Recipe_93fordTaurusWagon.MakeRoofrack = "Make 93 Ford Taurus Wagon Improvised Roofrack",
3088951320::CN::Recipe_93fordTaurusWagon.MakeRoofrack = "制造93款福特金牛座旅行版简易车顶行李架",
3088951320::EN::Recipe_93fordTaurusWagon.MakeTrunkLid = "Make 93 Ford Taurus Wagon Trunk Lid",
3088951320::CN::Recipe_93fordTaurusWagon.MakeTrunkLid = "制造93款福特金牛座旅行版后备箱盖",


------ 3391244620 :: Dodge ------

3391244620::EN::UI_optionscreen_binding_Dodge_Key = "Dodge",
3391244620::CN::UI_optionscreen_binding_Dodge_Key = "闪避",


------ 3405131820 :: Mixology ------

3405131820::EN::Fluid_Container_Aperol = "Aperol Bottle",
3405131820::CN::Fluid_Container_Aperol = "阿佩罗酒瓶",
3405131820::EN::Fluid_Container_Bailey = "Bailey's Bottle",
3405131820::CN::Fluid_Container_Bailey = "百利甜酒瓶",
3405131820::EN::Fluid_Container_BeerGlass = "Beer Glass",
3405131820::CN::Fluid_Container_BeerGlass = "啤酒杯",
3405131820::EN::Fluid_Container_BlueishColaGlass = "Blueish Cola Glass",
3405131820::CN::Fluid_Container_BlueishColaGlass = "可乐杯 (淡蓝)",
3405131820::EN::Fluid_Container_Bols = "Bols Bottle",
3405131820::CN::Fluid_Container_Bols = "波尔斯酒瓶",
3405131820::EN::Fluid_Container_BootGlass = "Boot Glass",
3405131820::CN::Fluid_Container_BootGlass = "啤酒杯 (靴形)",
3405131820::EN::Fluid_Container_Bundaberg = "Bundaberg Bottle",
3405131820::CN::Fluid_Container_Bundaberg = "宾得宝饮料瓶",
3405131820::EN::Fluid_Container_Cachaca = "Cachaca Bottle",
3405131820::CN::Fluid_Container_Cachaca = "卡沙萨酒瓶",
3405131820::EN::Fluid_Container_CapriSunPouch = "CapriSun Pouch",
3405131820::CN::Fluid_Container_CapriSunPouch = "果倍爽袋装饮料",
3405131820::EN::Fluid_Container_Chalice = "Chalice",
3405131820::CN::Fluid_Container_Chalice = "高脚杯",
3405131820::EN::Fluid_Container_ChampagneGlass = "Champagne Glass",
3405131820::CN::Fluid_Container_ChampagneGlass = "香槟杯",
3405131820::EN::Fluid_Container_ChampagneWithSlice = "Champagne Glass with Slice",
3405131820::CN::Fluid_Container_ChampagneWithSlice = "香槟杯 (带切片)",
3405131820::EN::Fluid_Container_ChampagneWithStraw = "Champagne Glass with Straw",
3405131820::CN::Fluid_Container_ChampagneWithStraw = "香槟杯 (带吸管)",
3405131820::EN::Fluid_Container_CherryColaGlass = "Cherry Cola Glass",
3405131820::CN::Fluid_Container_CherryColaGlass = "可乐杯 (樱桃红)",
